"Day","Period","Min","Mean","Max"
245,"Period 07-21",1.02665371362434,1.35914856894841,1.60521062830688
246,"Period 07-21",1.00665365740741,1.32368751157407,1.54784145833333
247,"Period 07-21",0.99854025462963,1.30749171875,1.5492818287037
248,"Period 07-21",0.958184543209877,1.28385101234568,1.52432091358025
249,"Period 07-21",0.926433827160494,1.2315044691358,1.44726540740741
250,"Period 07-21",0.887217530864198,1.20413827160494,1.39626634567901
251,"Period 07-21",0.874097209876543,1.17851886419753,1.37314158024691
252,"Period 07-21",0.871472839506173,1.16403349382716,1.34025691358025
253,"Period 07-21",0.851647283950617,1.14838077160494,1.32064592592593
254,"Period 07-21",0.84917987654321,1.13273853703704,1.30665708641975
255,"Period 07-21",0.846813135802469,1.10047059876543,1.25945165432099
256,"Period 07-21",0.842159333333333,1.08119915432099,1.24314664197531
257,"Period 07-21",0.850980814814815,1.06798099382716,1.2282904691358
258,"Period 07-21",0.790114328703704,1.03446527199074,1.22996858796296
259,"Period 07-21",0.741731875,1.01321977430556,1.1843030787037
260,"Period 07-21",0.727818877314815,0.995911009837963,1.16388153935185
261,"Period 07-21",0.714395017361111,0.984271710069444,1.13934895543981
262,"Period 07-21",0.704419193121693,0.969727709986772,1.13059020502645
263,"Period 07-21",0.692704131944444,0.95448990162037,1.10804616898148
264,"Period 07-21",0.681778597883598,0.942180717592593,1.08072724206349
265,"Period 07-21",0.674449409722222,0.930363579282407,1.05643415509259
266,"Period 07-21",0.677564328703704,0.929786918402778,1.04882591435185
267,"Period 07-21",0.655361012345679,0.913136067901235,1.03902209876543
268,"Period 07-21",0.656132617283951,0.911513598765432,1.03774992592593
269,"Period 07-21",0.650522148148148,0.913073537037037,1.04409422222222
270,"Period 07-21",0.643984271604938,0.912548975308642,1.04959755555556
271,"Period 07-21",0.639927308641975,0.912888759259259,1.0412257037037
272,"Period 07-21",0.639061530864198,0.916439901234568,1.03878454320988
273,"Period 07-21",0.641069506172839,0.918752395061728,1.04065580246914
274,"Period 07-21",0.641386592592593,0.916362030864198,1.03222333333333
275,"Period 07-21",0.646385407407407,0.923844185185185,1.03804335802469
276,"Period 07-21",0.651697358024691,0.934001061728395,1.0650864691358
277,"Period 07-21",0.660664024691358,0.948827320987654,1.09193765432099
278,"Period 07-21",0.668385135802469,0.960868012345679,1.10758555555556
279,"Period 07-21",0.674387358024691,0.973923820987654,1.12660459259259
280,"Period 07-21",0.681238691358025,0.989105358024691,1.14318330864198
281,"Period 07-21",0.681835972222222,1.00896633101852,1.16773971064815
282,"Period 07-21",0.690681614583333,1.033561953125,1.21294833333333
283,"Period 07-21",0.712476111111111,1.06122200810185,1.25273050925926
284,"Period 07-21",0.737741739417989,1.08721796130952,1.28538840277778
285,"Period 07-21",0.749264113756614,1.1054289781746,1.31776995039683
286,"Period 07-21",0.760632800925926,1.1276466724537,1.35961092592593
287,"Period 07-21",0.792132546296296,1.16236306712963,1.38594153108466
288,"Period 07-21",0.813341805555555,1.19498931712963,1.42063187830688
289,"Period 07-21",0.852140115740741,1.22542919560185,1.46589159722222
290,"Period 07-21",0.891331134259259,1.25946139178241,1.52357194444444
291,"Period 07-21",0.921360532407407,1.28884759837963,1.53466003472222
292,"Period 07-21",0.936552708333333,1.32961916956019,1.58438325810185
293,"Period 07-21",0.961811886574074,1.36402790509259,1.63910001157407
294,"Period 07-21",0.983928900462963,1.41963945023148,1.72094340277778
295,"Period 07-21",1.00997752314815,1.46122880208333,1.75724033564815
296,"Period 07-21",1.01426625,1.50563654513889,1.79903206018519
297,"Period 07-21",1.02935449074074,1.54797828703704,1.85658287037037
298,"Period 07-21",1.05172797530864,1.54135927777778,1.84941888888889
299,"Period 07-21",1.07611434567901,1.57064170987654,1.89243592592593
300,"Period 07-21",1.08358256790123,1.59309322839506,1.90798679012346
301,"Period 07-21",1.10899681481481,1.61252854320988,1.91175567901235
302,"Period 07-21",1.09821338271605,1.62944562345679,1.95229762962963
303,"Period 07-21",1.13275479012346,1.65398961111111,1.96139318518519
304,"Period 07-21",1.17927116049383,1.69157917901235,2.00543335802469
305,"Period 07-21",1.21032992592593,1.72099272839506,2.05846572839506
306,"Period 07-21",1.23249713580247,1.73929568518519,2.08936207407407
307,"Period 07-21",1.25362296296296,1.75803048148148,2.12417358024691
308,"Period 07-21",1.26629044444444,1.7768832037037,2.17556291358025
309,"Period 07-21",1.29444481481481,1.79109337037037,2.18540686419753
310,"Period 07-21",1.31497214814815,1.81453364814815,2.23155155555556
311,"Period 07-21",1.33020382716049,1.84894337654321,2.27558612345679
312,"Period 07-21",1.35634965432099,1.87735862345679,2.28245256790123
313,"Period 07-21",1.38706345679012,1.90397860493827,2.30166730864198
314,"Period 07-21",1.41217160493827,1.92930086419753,2.31349990123457
315,"Period 07-21",1.43883456790123,1.95042008641975,2.33838582716049
316,"Period 07-21",1.43591116049383,1.9711020308642,2.35642175308642
317,"Period 07-21",1.45335777777778,1.98688912962963,2.36271548148148
318,"Period 07-21",1.48117345679012,2.00835848765432,2.37182074074074
319,"Period 07-21",1.50938358024691,2.0271022962963,2.37792888888889
320,"Period 07-21",1.52743637037037,2.04377862345679,2.38693545679012
321,"Period 07-21",1.54661296296296,2.06270118518519,2.40469407407407
322,"Period 07-21",1.5671337037037,2.0785809382716,2.40199755555556
323,"Period 07-21",1.58991916049383,2.09462193209877,2.42367874074074
324,"Period 07-21",1.62276145679012,2.11639022839506,2.45465780246914
325,"Period 07-21",1.65708965432099,2.14362359259259,2.46524562962963
326,"Period 07-21",1.69556066666667,2.17836732098765,2.49673651851852
327,"Period 07-21",1.7182244691358,2.20240339506173,2.50682417283951
328,"Period 07-21",1.73672259259259,2.22247938888889,2.50958854320988
329,"Period 07-21",1.7329890617284,2.23619670987654,2.51400518518519
330,"Period 07-21",1.73604051851852,2.25671706790123,2.5375349382716
331,"Period 07-21",1.73968422222222,2.27076893209877,2.56034296296296
332,"Period 07-21",1.74330481481481,2.28099815432099,2.57021782716049
333,"Period 07-21",1.76336148148148,2.29501064814815,2.56257111111111
334,"Period 07-21",1.78182185185185,2.31095151234568,2.55895587654321
335,"Period 07-21",1.78651962962963,2.32403516666667,2.54776422222222
336,"Period 07-21",1.78744395061728,2.33346469753086,2.54239832098765
337,"Period 07-21",1.79010333333333,2.34241151851852,2.53557777777778
338,"Period 07-21",1.79497444444444,2.36418587037037,2.56004679012346
339,"Period 07-21",1.8098704691358,2.38775472222222,2.59290219753086
340,"Period 07-21",1.82085254320988,2.40641718518519,2.61578995061728
341,"Period 07-21",1.83232074074074,2.42451945061728,2.63534814814815
342,"Period 07-21",1.84524777777778,2.4395097037037,2.65319533333333
343,"Period 07-21",1.85404222222222,2.44964490740741,2.67557037037037
344,"Period 07-21",1.85632666666667,2.45450285802469,2.69290407407407
345,"Period 07-21",1.86052703703704,2.46223388888889,2.70845185185185
346,"Period 07-21",1.86689414814815,2.47200282716049,2.72270049382716
347,"Period 07-21",1.88144859259259,2.48197540740741,2.73301666666667
348,"Period 07-21",1.88383390123457,2.48725582098765,2.74443708641975
349,"Period 07-21",1.88382483950617,2.49186868518519,2.75683259259259
350,"Period 07-21",1.88145807407407,2.49144494444444,2.76064296296296
351,"Period 07-21",1.87602148148148,2.48384671604938,2.75895414814815
352,"Period 07-21",1.86939639506173,2.47557085802469,2.75016296296296
353,"Period 07-21",1.86175849382716,2.46638397530864,2.74523555555556
354,"Period 07-21",1.84638762962963,2.45517348148148,2.75109
355,"Period 07-21",1.83970972839506,2.44335011728395,2.74958592592593
356,"Period 07-21",1.83229135802469,2.43314714814815,2.74464195061728
357,"Period 07-21",1.82742767901235,2.42130014197531,2.73761567901235
358,"Period 07-21",1.81568834567901,2.40911196296296,2.72216708641975
359,"Period 07-21",1.80234158024691,2.38312401851852,2.6859815308642
360,"Period 07-21",1.79484513580247,2.36734183950617,2.66276962962963
361,"Period 07-21",1.79003034567901,2.35619218518519,2.64304209876543
362,"Period 07-21",1.78244222222222,2.34484784567901,2.61554903703704
363,"Period 07-21",1.77614367901235,2.33588674691358,2.59190602469136
364,"Period 07-21",1.76838486419753,2.32582881481481,2.57237207407407
365,"Period 07-21",1.76585308641975,2.31627252469136,2.5639735308642
366,"Period 07-21",1.97853666666667,2.33170712962963,2.64245833333333
1,"Period 45-59",1.93390888888889,2.16168141358025,2.38875214814815
2,"Period 45-59",1.92796222222222,2.15540641358025,2.38160098765432
3,"Period 45-59",1.92471691358025,2.14223752469136,2.35555207407407
4,"Period 45-59",1.92249555555556,2.13013608641975,2.33361244444444
5,"Period 45-59",1.91694074074074,2.11599517283951,2.29742874074074
6,"Period 45-59",1.91447777777778,2.10927016049383,2.28855580246914
7,"Period 45-59",1.87781027160494,2.09693318518519,2.29515795061728
8,"Period 45-59",1.86246,2.08615272222222,2.29827948148148
9,"Period 45-59",1.84908333333333,2.06908395679012,2.28968849382716
10,"Period 45-59",1.83814772839506,2.05096868518519,2.26602874074074
11,"Period 45-59",1.82479365432099,2.01613640123457,2.19457185185185
12,"Period 45-59",1.81005834567901,1.9973197345679,2.18203790123457
13,"Period 45-59",1.79967785185185,1.99605430246914,2.1965370617284
14,"Period 45-59",1.79367844444444,1.99393288271605,2.20842716049383
15,"Period 45-59",1.78514083950617,1.98414321604938,2.19397298765432
16,"Period 45-59",1.77837328395062,1.97916115432099,2.1922597037037
17,"Period 45-59",1.76561903703704,1.9682412345679,2.18748338271605
18,"Period 45-59",1.76533032098765,1.95667329012346,2.15874804938272
19,"Period 45-59",1.7685077037037,1.94097043209877,2.12009451851852
20,"Period 45-59",1.75137237037037,1.92519804938272,2.08315898765432
21,"Period 45-59",1.74693906172839,1.90671744444444,2.0505567654321
22,"Period 45-59",1.74316701234568,1.89442098148148,2.03673550617284
23,"Period 45-59",1.72711237037037,1.8724777654321,2.02857074074074
24,"Period 45-59",1.70715543209877,1.84307914814815,2.02025382716049
25,"Period 45-59",1.65564103703704,1.82028932716049,2.01776916049383
26,"Period 45-59",1.61013965432099,1.80849866666667,2.0187269382716
27,"Period 45-59",1.6034747654321,1.80265611111111,2.01699461728395
28,"Period 45-59",1.5727264691358,1.777159,2.00799437037037
29,"Period 45-59",1.53702962962963,1.76015681481481,1.9940232345679
30,"Period 45-59",1.49041372839506,1.74494687654321,1.98743
31,"Period 45-59",1.49029933333333,1.73028464814815,1.98118382716049
32,"Period 45-59",1.4592717037037,1.70858457407407,1.96953224691358
33,"Period 45-59",1.46539666666667,1.70067066049383,1.95855765432099
34,"Period 45-59",1.47823720987654,1.69798164197531,1.94395145679012
35,"Period 45-59",1.48060622222222,1.69090190123457,1.93563407407407
36,"Period 45-59",1.48777409876543,1.6846894691358,1.93141585185185
37,"Period 45-59",1.48451,1.68170704320988,1.92717162962963
38,"Period 45-59",1.45402587654321,1.66742495061728,1.91647187654321
39,"Period 45-59",1.44462377777778,1.6568067962963,1.91539881481481
40,"Period 45-59",1.43579066666667,1.64731579012346,1.9084835308642
41,"Period 45-59",1.41832283950617,1.63510624074074,1.88963911111111
42,"Period 45-59",1.41676785185185,1.62597661111111,1.84999017283951
43,"Period 45-59",1.40548360493827,1.60252914197531,1.79353837037037
44,"Period 45-59",1.39314130864198,1.58681733950617,1.78686360493827
45,"Period 45-59",1.38962888888889,1.56136625925926,1.76226669135802
46,"Period 45-59",1.38301740740741,1.54763141975309,1.74096839506173
